4,36676686674414
7,20339253657723
3,36930122846081
3,62794693707606
8,43120274826362
4,43652635767478
7,04881216164822
2,38198680298724
11,6869221697463
3,10376806371144
6,63994969155178
13,8674643987643
5,25577104149939
5,31653903100477
4,43124426149686
7,08097720157546
4,81173834384719
6,32244389881518
4,64865726609121
9,45212075699801
9,76766613806392
4,3549281621993
5,4922333038076
4,45760283238275
6,65536701343189
16,2252393436479
5,24914567858379
13,1075613503545
3,85695372417367
14,5949932390287
6,72152816074513
9,0180985474987
6,40652378895258
2,79392418114212
10,6911555275061
22,0897276878393
5,79693756468708
12,5994850240948
14,0186437193346
3,76243098163701
4,65777964649416
5,80456383661031
13,0125311119796
11,6130679278857
2,06968494468513
5,19877762921618
13,1592876119101
4,48289817323443
4,25454238340484
16,415660412409
3,94853157947292
6,21720163700861
4,16759376293323
5,08853676898489
4,86719158859015
3,60825505724256
2,42942926086511
12,4592216969706
2,84884572784431
5,56137438068275
3,12511142609887
3,99800730863082
3,21492823454644
13,7616866021652
7,87524724317668
4,53121955078241
2,93991522057394
2,21968798050753
3,40027068365085
16,6007473046695
6,21349247296596
4,06913251016521
2,64985347521571
3,47016615156942
10,2939523017557
6,15708869443517
11,637189275494
4,52499899183745
8,56103612432983
3,23500389728023
6,66056549857881
7,48623548626169
7,90476511167957
14,9997555730258
12,5989353761729
6,37027413791722
15,7565479020277
4,5759878011838
3,77726189374412
5,02320015764018
9,94722188641154
9,79358694626392
8,84431883798839
17,0894461383007
8,34969644561855
3,35817785371573
18,5105275267957
9,30678351851729
5,41987284300794
6,4317591254713
3,5095420466452
3,96551522653179
2,71955477883718
4,34082178531693
5,18202304165261
2,47280128450828
11,4879835449821
5,88235048254686
5,33241069019098
12,1155072032403
2,20411357251246
2,56508518509716
9,95697836232286
4,32965662541933
4,54948142238416
10,6618143534002
7,73731423833923
3,03012256046807
5,96184288242921
5,03532896860901
4,87913620083107
3,06401625671655
3,06454764010768
3,01628876530847
3,35730565515968
2,11917833213779
10,8442573383569
7,08436619700958
9,24608259799041
5,06763501949413
2,75044639380764
20,7570491452274
7,63110194240473
2,40144333403338
7,37260702182397
3,77726488859226
4,37394865193806
6,0680676111427
12,8262266375031
3,01588489662777
4,94440843058936
2,21265789735662
5,82413915894649
20,6226943413395
5,35095459615382
7,27981434164739
6,11361191213706
3,60018696659991
5,76377382386949
2,26783243443267
6,66407856858345
9,23247327230394
3,93653079207633
4,40443308070334
10,0488850651361
9,26363784876346
4,93010403370432
6,42306076258351
19,1879041097448
3,81777031333386
4,25270810790099
11,3575650108767
2,91208274694399
5,28357677349281
3,52688042896299
7,08768300197738
4,5674106307475
2,30805249397615
2,92444875196198
3,26684078303315
4,08930471726186
6,06537156162378
5,65255705122432
6,05065255776442
4,0142098990162
5,72078646986551
6,44496820040768
2,42188320760733
2,55393161368304
10,8384721407551
9,27578777911397
15,2871640963929
7,51055513141223
5,40268421819763
3,17249249598246
6,0548619345874
6,40787647409958
9,14021871376265
4,67099982328857
6,61706103024913
6,9591766648186
7,77922767921631
3,85991840093434
5,33420118384949
12,3428539598676
7,87951191156737
7,02730167139004
11,8478437787637
2,14491656335587
3,05090790284718
2,40703925619869
3,68269696061261
4,51440483540335
2,91859621113052
5,36758431948044
10,9294400743474
6,39465260151555
2,60521844939854
2,87651367945377
9,32480734093958
4,70697602487118
3,64344987559653
3,76478382943442
3,64554448237585
5,12009260982326
2,53281263282751
5,77764692802083
8,59036786540969
11,8630058467038
3,44008903465738
2,9531817812688
6,28040460738612
6,27983621903792
9,76278065618021
8,7940226714039
5,19266260055708
2,67498998133561
8,15409102141821
5,79589916272183
2,71814007558849
4,82906468270679
4,87560975915503
4,80930709082924
10,1301584779019
8,83659575002925
7,79017645387395
2,71219175746493
8,17539283738502
4,16004213892117
3,38151821737834
4,08722506463896
2,59931901496472
15,8525855118573
4,94323780694881
3,31890117823243
7,51108391181549
4,08957195992227
8,39968435915211
8,31244741196774
4,54114789408293
4,17816535715935
2,68289512599457
5,97222588717809
4,38140957526155
2,46169946367031
11,4490309015285
3,55683759109639
5,11668452809973
3,45174978648081
8,22782211991597
2,69577521349806
2,78633583640972
8,7857821812862
3,17713281979218
4,14485684677799
4,09335540078266
11,1432581347675
4,84270315475993
6,08891457957056
6,72184731217423
5,2055271906987
3,74859490108397
10,6421096888839
3,94792716174598
8,39578856552463
3,39124901626374
3,55726977670626
6,89901253234456
7,63469155777558
2,68480305454577
4,23871319242764
10,3287959379323
2,99157096058467
6,10351005007408
3,79044099821991
13,4460702147692
5,37723799333794
9,82702207614615
3,75896670720455
8,93310072375651
6,45375811775554
5,86906871166892
14,4717530281609
10,4558425031054
4,73518808513245
12,9608885679937
3,40854091635412
5,19611551297845
6,8113708456588
7,39192727543777
14,2836807589769
12,030932277417
11,4283222617925
9,89239643003652
3,89290438298376
7,26269818089579
7,86216579865676
4,90602139319732
2,32109197807254
3,98549807168484
4,48135313079733
8,19085147637915
3,48527618455672
10,2437598869554
7,92061388112704
11,0639147571268
6,284781777175
4,5747282933607
3,08351550481041
4,94014479774621
8,87607548026429
3,28053545193364
3,57809049830251
23,7098368725947
8,14385600590015
2,25223956256653
3,48630166689215
2,88945530326772
4,6270978402513
5,32257547058639
7,40743389371766
5,62517431501743
5,30863159745066
6,5647950321186
2,4693737477319
5,51150916226721
13,259877255686
7,13959621126488
4,14749836186341
3,41942773512059
4,09272182383763
3,71772056584461
6,08482546362647
11,0382860749338
6,54846438342338
2,39255466316849
14,2902210497648
4,74957444413638
2,65172699429578
3,07546861129709
8,23534078351606
2,73609856228557
5,14993662256297
8,16441823349124
4,3171410483925
7,57286180892488
2,78432517289766
7,28655430239117
6,94845263477489
7,66646917945256
5,6563148756541
7,92241338286124
8,87191036444057
9,10455688302074
18,1695095723473
7,97841092399453
16,8389587692424
2,30725583063813
3,47856565280942
4,23730074025675
2,33039035203334
10,9078071381208
2,412251690321
5,41704975999259
11,0946256494932
7,99187620247309
3,91282529896141
4,90560108955559
6,02738213920665
3,69577556247767
6,32503103460835
7,38924225217163
8,18864445675601
5,30760225979052
3,26382799866513
3,13427176855732
2,99627786993247
10,8203494492744
4,50507266622933
13,3443114929999
9,62776689178933
5,78659040594986
2,31084292361743
13,0468770073271
4,63087637115154
2,385749270528
6,11827927734891
5,05333682600031
4,95595349675252
12,7686748477243
5,05020264656203
9,02690102073158
5,46761049344564
14,2005450567499
8,25288715911772
2,57910248014542
2,8331445370668
4,19838704140954
6,4930249987894
4,55110310548022
5,91924058561199
4,10144909801015
3,81846059149348
4,70836579165875
4,94170864816972
13,2668328278352
5,58691613879701
3,00653669202381
7,49673765208586
5,65085589446577
2,58469357425208
4,92797348451378
5,8436225866107
13,3485619159822
12,8056454122923
24,957237231955
3,50985844655065
2,59721489771876
4,93300877058147
4,69134816238933
16,9843038052782
10,764972417497
3,67056759206314
4,19331627011554
6,4510425133518
3,906171557377
2,17006107008243
3,81056381948419
3,47287776804064
12,2283821533598
4,19826645595409
4,63507006002107
7,89580957213421
2,26116060699171
2,43184393533021
12,0438338186276
3,19196546045521
6,06362235580325
5,34103455728818
4,17831093317346
3,33518051927859
3,79800048548161
5,76772083324962
9,49354136403267
6,33862015207573
2,33211483482717
8,37665653536003
6,40164021120894
4,01077154308516
3,39542616876235
4,77835993489556
9,5507470651463
4,30144003873289
2,56597135035958
2,78812322154463
2,12927457270715
3,75957602347778
17,2909471840004
7,40424973649908
9,75327740004324
2,16607933689035
11,2347950919948
4,97197104654179
9,77604750370175
6,22958002687177
12,5586711642692
3,47174865630208
10,3159291083194
3,03094582697125
